Test Time / s,Unix Time / s,Voltage / V,Current / A,Cycle Count / 1,Ambient Temperature / degC,Power / W,Capacity / %
1380.0278055667877,1781112989,3.7,0.0,0,25.0,0.0,100.0
1440.0289821624756,1781113049,3.7,0.0,0,25.0,0.0,100.0
1500.0295774936676,1781113109,3.7,0.0,0,25.0,0.0,100.0
1560.0307471752167,1781113169,3.7,0.0,0,25.0,0.0,100.0
1620.0320734977722,1781113229,3.7,0.0,0,25.0,0.0,100.0
9.5367431640625e-06,1781177305,3.7,0.0,0,25.0,0.0,100.0
60.00196051597595,1781177365,3.7,0.0,0,25.0,0.0,100.0
120.0031509399414,1781177425,3.7,0.0,0,25.0,0.0,100.0
180.0043134689331,1781177485,3.7,0.0,0,25.0,0.0,100.0
240.00546956062317,1781177545,3.7,0.0,0,25.0,0.0,100.0
300.00675344467163,1781177605,3.7,0.0,0,25.0,0.0,100.0
360.0075514316559,1781177665,3.7,0.0,0,25.0,0.0,100.0
420.00810265541077,1781177725,3.7,0.0,0,25.0,0.0,100.0
480.0089957714081,1781177785,3.7,0.0,0,25.0,0.0,100.0
540.0103180408478,1781177845,3.7,0.0,0,25.0,0.0,100.0
600.0115029811859,1781177905,3.7,0.0,0,25.0,0.0,100.0
660.0125949382782,1781177965,3.7,0.0,0,25.0,0.0,100.0
720.0137174129486,1781178025,3.7,0.0,0,25.0,0.0,100.0
780.0147120952606,1781178085,3.7,0.0,0,25.0,0.0,100.0
840.0158090591431,1781178145,3.7,0.0,0,25.0,0.0,100.0
900.0169787406921,1781178205,3.7,0.0,0,25.0,0.0,100.0
960.0181093215942,1781178265,3.7,0.0,0,25.0,0.0,100.0
1020.0190007686615,1781178325,3.7,0.0,0,25.0,0.0,100.0
1080.0204315185547,1781178385,3.7,0.0,0,25.0,0.0,100.0
1140.0215480327606,1781178445,3.7,0.0,0,25.0,0.0,100.0
1200.0230956077576,1781178505,3.7,0.0,0,25.0,0.0,100.0
1260.0243542194366,1781178565,3.7,0.0,0,25.0,0.0,100.0
1320.0255670547485,1781178625,3.7,0.0,0,25.0,0.0,100.0
1380.02676486969,1781178685,3.7,0.0,0,25.0,0.0,100.0
1440.0278506278992,1781178745,3.7,0.0,0,25.0,0.0,100.0
1500.029063463211,1781178805,3.7,0.0,0,25.0,0.0,100.0
1560.0302608013153,1781178865,3.7,0.0,0,25.0,0.0,100.0
1620.0314450263977,1781178925,3.7,0.0,0,25.0,0.0,100.0
1680.032684803009,1781178985,3.7,0.0,0,25.0,0.0,100.0
1740.0339493751526,1781179045,3.7,0.0,0,25.0,0.0,100.0
1800.0351164340973,1781179105,3.7,0.0,0,25.0,0.0,100.0
1860.0362405776978,1781179165,3.7,0.0,0,25.0,0.0,100.0
1920.0369930267334,1781179225,3.7,0.0,0,25.0,0.0,100.0
1980.0378150939941,1781179285,3.7,0.0,0,25.0,0.0,100.0
2040.0385236740112,1781179345,3.7,0.0,0,25.0,0.0,100.0
2100.0390524864197,1781179405,3.7,0.0,0,25.0,0.0,100.0
2160.039831638336,1781179465,3.7,0.0,0,25.0,0.0,100.0
2220.040559530258,1781179525,3.7,0.0,0,25.0,0.0,100.0
2280.041284561157,1781179585,3.7,0.0,0,25.0,0.0,100.0
2340.042069673538,1781179645,3.7,0.0,0,25.0,0.0,100.0
2400.042875289917,1781179705,3.7,0.0,0,25.0,0.0,100.0
2460.0438482761383,1781179765,3.7,0.0,0,25.0,0.0,100.0
2520.044864654541,1781179825,3.7,0.0,0,25.0,0.0,100.0
2580.045610666275,1781179885,3.7,0.0,0,25.0,0.0,100.0
2640.046510219574,1781179945,3.7,0.0,0,25.0,0.0,100.0
2700.0472769737244,1781180005,3.7,0.0,0,25.0,0.0,100.0
